FORGAP	FDR	file:	start	day	134			
9								
timesteps								
RelHum								
Temp								
Wind								
Press								
Cloud								
Rain								
dayno								
time								
522	85.7	27.34	0.154	1003	0.67	0.2	168	18
523	99	24.29	0.477	1005	0	0	168	19
524	99.7	24.34	0.314	1005	0	0.2	168	20
525	99.7	24.17	0.097	1007	0	1	168	21
526	99.8	24.12	0.133412	1007	0	0	168	22
527	99.9	24.11	0.132811	1007	0	0.2	168	23
528	99.8	24	0.1262	1006	0	0	169	0
529	100	23.93	0.121993	1006	0	0	169	1
530	100	23.77	0.112377	1005	0	0	169	2
531	100	23.53	0.097953	1005	0	0	169	3
532	100	23.5	0.09615	1005	0	0	169	4
533	100	23.38	0.088938	1005	0	0	169	5
534	100	23.29	0.083529	1005	0	0	169	6
535	100	23.77	0.015	1006	1	0	169	7
536	100	25.08	0.07	1006	0.79	0	169	8
537	90.5	26.73	0.284	1006	0.81	0	169	9
538	91	27.68	0.43	1006	0.81	0	169	10
539	77.7	28.75	0.381	1006	0.61	0	169	11
540	79.6	29.29	0.348	1005	0.58	0.6	169	12
541	75.6	28.59	0.314	1004	0.49	2.8	169	13
542	68.64	30.86	0.511	1002	1	0.2	169	14
543	90.5	27.67	0.519	1003	0.78	0	169	15
544	98.8	25.35	0.247	1003	0.2	0	169	16
545	99.2	25.42	0.098	1003	0.33	0	169	17
546	99.3	25.39	0.006	1003	1	0	169	18
547	99.5	24.96	0.029	1003	0	0	169	19
548	99.6	24.64	0.001	1005	0	0	169	20
549	99.7	24.63	0.014	1006	0	0	169	21
550	99.8	24.62	0.017	1006	0	0	169	22
551	99.8	24.52	0.023	1007	0	6	169	23
552	99.9	24.42	0	1006	0	0.2	170	0
553	99.9	24.33	0.008	1006	0	0	170	1
554	99.8	22.92	0.368	1005	0	0	170	2
555	100	22.92	0.093	1005	0	0	170	3
556	99.9	22.73	0.02	1005	0	0	170	4
557	100	22.73	0.008	1006	0	0	170	5
558	100	22.66	0.005	1006	0	0	170	6
559	100	23.36	0.001	1006	1	0	170	7
560	100	24.42	0.029	1007	0.7	0	170	8
561	94.5	26.89	0.172	1007	0.71	0	170	9
562	82.8	28.43	0.347	1006	0.69	0	170	10
563	92.7	27.77	0.276	1006	0.46	0	170	11
564	77.8	31.2	0.349	1004	0.82	0	170	12
565	76	30.56	0.4	1004	0.72	0	170	13
566	77	29.64	0.399	1002	0.78	0	170	14
567	72	30.22	0.323	1001	0.89	0	170	15
568	84.2	29.15	0.111	1001	0.51	0	170	16
569	86.7	28.71	0.129	1002	0.97	0	170	17
570	85.3	27.39	0.194	1002	1	0	170	18
571	93	26.29	0.095	1003	0	0	170	19
572	96.3	25.77	0.021	1004	0	0	170	20
573	97	25.46	0.022	1005	0	0	170	21
574	98.1	25.17	0.071	1005	0	0	170	22
575	98.7	24.86	0.038	1005	0	0	170	23
576	98.9	24.52	0.087	1005	0	0	171	0
577	99.2	24.25	0.141225	1004	0	0	171	1
578	99.3	24.11	0.132811	1004	0	0	171	2
579	99.4	23.81	0.114781	1003	0	0	171	3
580	99.5	23.6	0.10216	1003	0	0	171	4
581	99.7	23.57	0.100357	1003	0	0	171	5
582	99.7	23.3	0.08413	1004	0	0	171	6
583	99.8	24.01	0.126801	1005	1	0	171	7
584	95.1	26.21	0.046	1005	0.93	0	171	8
585	81.9	28.33	0.283	1005	0.67	0	171	9
586	78	29.32	0.321	1004	0.69	0	171	10
587	76.6	30.11	0.488	1004	0.79	0	171	11
588	82.8	29.69	0.457	1003	0.71	0	171	12
589	63.49	32.23	0.393	1002	0.78	0	171	13
590	68.7	30.76	0.565	1001	0.72	0	171	14
591	68.09	31.56	0.418	1000	0.84	1.8	171	15
592	66.15	32.08	0.332	1000	1	0	171	16
593	73.9	30.01	0.162	1000	1	0	171	17
594	98.6	25.02	0.551	1002	0.43	0	171	18
595	99.2	24.37	0.152	1003	0	0	171	19
596	99.5	24.23	0.001	1004	0	0.2	171	20
597	99.6	24.19	0.009	1005	0	0	171	21
598	99.8	24.33	0.229	1006	0	0	171	22
599	99.8	24.08	0.135	1006	0	0	171	23
600	99.8	23.95	0.095	1006	0	0	172	0
601	99.9	23.92	0.039	1005	0	0	172	1
602	99.9	23.75	0.018	1004	0	0	172	2
603	100	23.73	0.019	1005	0	0	172	3
604	100	23.6	0.014	1005	0	0	172	4
605	100	23.51	0.007	1005	0	0	172	5
606	100	23.38	0	1006	0	0	172	6
607	100	23.89	0	1006	1	0	172	7
608	100	25.09	0.008	1007	0.75	0	172	8
609	91.3	26.47	0.103	1007	0.51	0	172	9
610	89.2	28.15	0.399	1007	0.74	2	172	10
611	84.9	29.61	0.515	1006	0.72	0	172	11
612	76.1	29.42	0.256	1005	0.43	7.2	172	12
613	96.7	26.48	0.543	1004	0.57	0	172	13
614	86.6	29.87	0.487	1002	1	0	172	14
615	99.1	25.63	0.651	1002	0.75	5	172	15
616	99.2	25.88	0.241	1003	0.3	0.6	172	16
617	99	24.69	0.26	1004	0.12	0	172	17
618	99.6	24.47	0.179	1004	0.08	0	172	18
619	99.7	24.27	0.063	1005	0	0	172	19
620	99.8	24.17	0.023	1006	0	0	172	20
621	99.9	24.25	0.013	1007	0	0.2	172	21
622	99.9	24.22	0.014	1007	0	0.6	172	22
623	100	24.24	0.021	1007	0	0	172	23
624	100	24.27	0.022	1006	0	0.6	173	0
625	100	24.24	0.03	1006	0	0	173	1
626	100	24.16	0.041	1005	0	5.2	173	2
627	100	24.17	0.116	1005	0	11	173	3
628	100	24.11	0.022	1005	0	8.2	173	4
629	100	24.27	0.258	1005	0	0.2	173	5
630	100	24.23	0.118	1006	0	0.2	173	6
631	100	24.32	0.145	1007	0.83	0	173	7
632	100	24.77	0	1007	0.61	0	173	8
633	100	25.79	0.057	1007	0.5	0	173	9
634	98.1	26.73	0.25	1007	0.52	5	173	10
635	88.6	28.39	0.38	1006	0.65	0.2	173	11
636	89.5	28.27	0.421	1005	0.66	3.2	173	12
637	98.6	26.03	0.356	1004	0.16	0	173	13
638	91.4	27.58	0.234	1003	0.5	0	173	14
639	99.1	25.59	0.484	1003	0.07	0.4	173	15
640	98.9	25.72	0.187	1003	0.44	0	173	16
641	99.1	25.29	0.124	1003	0.36	0	173	17
642	99.4	25.14	0.001	1004	0.58	0	173	18
643	99.6	25.16	0.019	1005	0	0	173	19
644	99.7	24.95	0.033	1005	0	0	173	20
645	99.7	24.89	0.005	1006	0	0	173	21
646	99.8	24.72	0.028	1007	0	0	173	22
647	99.8	24.47	0.154447	1007	0	0	173	23
648	99.8	24.42	0.151442	1006	0	0	174	0
649	99.8	24.12	0.133412	1005	0	0	174	1
650	99.9	23.87	0.118387	1004	0	0	174	2
651	100	23.72	0.109372	1004	0	0	174	3
652	100	23.87	0.118387	1004	0	0	174	4
653	99.9	23.89	0.119589	1005	0	0	174	5
654	100	24.01	0.126801	1006	0	0	174	6
655	100	24.36	0.147836	1006	1	0.2	174	7
656	99.8	25.08	0.097	1007	0.94	0	174	8
657	93.9	26.66	0.238	1007	0.73	0.2	174	9
658	91.4	27.25	0.294	1007	0.52	0	174	10
659	85.5	28.71	0.254	1006	0.51	0	174	11
660	68.93	30.19	0.417	1005	0.73	0	174	12
661	72.3	30.23	0.322	1003	0.58	0.2	174	13
662	76.7	30.79	0.433	1002	0.85	0.2	174	14
663	68.09	32.04	0.425	1001	1	0	174	15
664	93.8	26.69	0.517	1002	0.65	0	174	16
665	98.3	25.75	0.273	1003	0.29	0	174	17
666	98	25.47	0.088	1004	0.45	0	174	18
667	98.7	24.97	0.037	1005	0	0	174	19
668	99.1	24.72	0.027	1005	0	0	174	20
669	99.4	24.68	0.036	1006	0	0	174	21
670	99.5	24.68	0.069	1007	0	19.6	174	22
671	99.4	24.46	0.061	1007	0	1.2	174	23
672	99.4	24.37	0.023	1006	0	0.2	175	0
673	99.6	24.42	0.248	1006	0	16.4	175	1
674	99.8	24.34	0.11	1005	0	3	175	2
675	99.9	24.31	0.021	1005	0	0	175	3
676	100	24.05	0.201	1005	0	0	175	4
677	99.9	23.75	0.134	1006	0	0	175	5
678	100	23.65	0.054	1006	0	0	175	6
679	100	24.09	0.01	1007	1	0	175	7
680	99.8	24.66	0.027	1007	0.7	0	175	8
681	99	25.97	0.131	1007	0.61	0	175	9
682	91.8	27.97	0.277	1007	0.72	0	175	10
683	81.6	29.27	0.429	1006	0.63	0	175	11
684	71.4	30.95	0.556	1005	0.93	0.4	175	12
685	81.6	30.78	0.519	1004	0.83	0.4	175	13
686	72.3	31.93	0.333	1002	0.79	0	175	14
687	82.7	30.05	0.426	1002	0.83	0	175	15
688	90.5	28.41	0.415	1002	0.98	4.6	175	16
689	88.4	27.66	0.412	1003	1	0.6	175	17
690	97.6	26.5	0.128	1004	0.91	0	175	18
691	99.1	25.11	0.242	1005	0	2.6	175	19
692	99.3	25.01	0.042	1006	0	0.2	175	20
693	99.6	25.06	0.189906	1007	0	0	175	21
694	99.7	25.07	0.190507	1007	0	2.2	175	22
695	99.7	24.94	0.182694	1008	0	0.6	175	23
696	99.8	24.94	0.182694	1007	0	0	176	0
697	99.8	24.91	0.058	1007	0	0	176	1
698	99.9	24.65	0.105	1006	0	0	176	2
699	99.9	24.54	0.158654	1006	0	0	176	3
700	99.9	24.32	0.145432	1006	0	11.4	176	4
701	99.9	24.38	0.149038	1006	0	0.6	176	5
702	99.9	24.41	0.150841	1007	0	0.2	176	6
703	99.9	23.42	0.259	1008	0.92	0	176	7
704	99.8	23.83	0.113	1008	0.61	0	176	8
705	99.6	24.94	0.135	1008	0.46	0	176	9
706	95.6	25.78	0.306	1008	0.63	0	176	10
707	90.7	27.5	0.556	1008	0.73	0	176	11
708	78.2	28.73	0.489	1007	0.7	0	176	12
709	77.2	28.46	0.514	1006	0.71	0	176	13
710	75.7	30.5	0.579	1004	0.91	0	176	14
711	69.23	30.7	0.532	1003	1	0	176	15
712	65.82	31.35	0.259	1002	0.96	4	176	16
713	78.7	29.2	0.203	1003	1	6.2	176	17
714	87	27.46	0.004	1004	1	0	176	18
715	98.7	26.05	0.215	1005	0	0	176	19
716	98.5	24.56	0.259	1007	0	0	176	20
717	99.2	24.07	0.047	1008	0	7.8	176	21
718	99.6	24.33	0.072	1008	0	0	176	22
719	99.8	24.46	0.01	1008	0	3.8	176	23
720	99.8	24.09	0.128	1008	0	16	177	0
721	99.8	23.75	0.059	1008	0	6.4	177	1
722	99.9	23.85	0.158	1007	0	2	177	2
723	100	23.71	0.138	1008	0	0	177	3
724	100	23.39	0.113	1008	0	0	177	4
725	100	23.24	0.039	1007	0	0	177	5
726	100	23.29	0.042	1008	0	0	177	6
727	100	23.68	0.064	1008	1	0	177	7
728	100	24.34	0.047	1008	0.75	0	177	8
729	95.4	26.15	0.087	1008	0.76	0	177	9
730	87.1	28.35	0.38	1008	1	0	177	10
731	82.2	29.23	0.469	1007	0.91	0	177	11
732	75.9	30.32	0.519	1006	0.83	0	177	12
733	68.71	31.99	0.498	1005	0.85	0	177	13
734	63.55	31.3	0.459	1004	0.83	0	177	14
735	80.5	29	0.31	1003	0.54	0	177	15
736	90.8	28.1	0.248	1002	0.78	0	177	16
737	86.7	28.14	0.086	1003	0.84	0	177	17
738	90.9	27.03	0.004	1003	0.48	0	177	18
739	94.8	25.82	0.008	1004	0	0	177	19
740	97.6	25.25	0.019	1005	0	0	177	20
741	98.1	25.23	0.176	1006	0	0	177	21
742	98.7	24.96	0.048	1007	0	0	177	22
743	98.9	24.78	0.049	1007	0	0	177	23
744	99.1	24.76	0.036	1007	0	0	178	0
745	99.2	24.84	0.017	1006	0	0	178	1
746	99.2	24.79	0.016	1006	0	0	178	2
747	99.3	24.86	0.033	1006	0	0	178	3
748	99.3	24.78	0.001	1006	0	0	178	4
749	99.3	24.57	0.004	1006	0	0	178	5
750	99.4	24.3	0	1006	0	0	178	6
751	99.2	24.85	0.041	1007	1	0	178	7
752	94.7	26.19	0.194	1007	0.74	0	178	8
753	93.7	27.1	0.175	1007	0.43	0	178	9
754	78.7	29.93	0.465	1007	0.92	0	178	10
755	76.8	29.87	0.51	1007	0.66	0	178	11
756	63.56	31.59	0.64	1006	0.94	0	178	12
757	66.35	31.83	0.72	1005	0.97	0	178	13
758	62.8	32.09	0.431	1004	0.81	0	178	14
759	66.81	31.78	0.587	1003	1	0	178	15
760	62.33	31.54	0.445	1003	1	0	178	16
761	76.3	29.18	0.245	1003	1	0.2	178	17
762	80.2	28	0.05	1003	0.71	0	178	18
763	86.6	27.05	0.235	1004	0	0	178	19
764	95.2	25.37	0.288	1006	0	0	178	20
765	98	24.57	0.043	1007	0	0	178	21
766	98.6	24.26	0.056	1007	0	0	178	22
767	98.8	24.24	0.059	1007	0	0	178	23
768	98.9	24.15	0.086	1007	0	0	179	0
769	99.1	23.9	0.018	1007	0	0	179	1
770	99.2	23.9	0.094	1006	0	0	179	2
771	99.4	23.93	0.016	1006	0	0	179	3
772	99.4	23.88	0.038	1006	0	0	179	4
773	99.6	23.62	0.004	1006	0	0	179	5
774	99.4	23.36	0	1006	0	0	179	6
775	99.6	23.9	0.013	1007	1	0	179	7
776	95.8	25.45	0.008	1007	0.81	0	179	8
777	90.1	27.25	0.221	1007	0.68	0	179	9
778	79.7	28.81	0.371	1007	0.77	0	179	10
779	77.2	30.82	0.355	1006	0.77	0	179	11
780	76.2	31.31	0.498	1006	0.84	0	179	12
781	60.67	32.04	0.464	1005	0.67	0.6	179	13
782	66.35	32.58	0.639	1004	0.98	0	179	14
783	69.02	32.59	0.418	1003	0.97	0	179	15
784	85.2	28.73	0.277	1004	0.74	0	179	16
785	87.1	28.2	0.002	1004	0.8	0	179	17
786	91.7	27.26	0	1004	1	0	179	18
787	96.7	26.21	0.031	1005	0	0	179	19
788	97.4	25.69	0.048	1006	0	0	179	20
789	96.3	25.24	0.12	1007	0	0	179	21
790	97.4	24.87	0.022	1008	0	0	179	22
791	98.2	24.61	0.008	1008	0	0	179	23
792	98.7	24.37	0.077	1008	0	0	180	0
793	99.1	24.22	0.022	1007	0	0	180	1
794	99.4	24.29	0.014	1007	0	0	180	2
795	99.3	24.03	0.042	1007	0	0	180	3
796	99.5	23.89	0.009	1007	0	0	180	4
797	99.6	23.93	0.008	1007	0	0	180	5
798	99.6	24.12	0.045	1008	0	0	180	6
799	99.6	24.51	0.019	1008	1	0	180	7
800	93	26.33	0.089	1009	0.65	0	180	8
801	83.8	28.45	0.26	1008	0.71	0	180	9
802	70.2	30.24	0.272	1008	0.73	0	180	10
803	84.2	29.26	0.421	1007	0.65	0	180	11
804	71.5	30.73	0.445	1006	0.86	0	180	12
805	74.5	31.05	0.461	1005	0.79	0.4	180	13
806	77	30.99	0.299	1004	0.59	0	180	14
807	80.7	30.49	0.24	1003	0.51	0	180	15
808	92.4	26.74	0.397	1004	0.34	0	180	16
809	93.3	25.58	0.269	1005	0.56	0	180	17
810	97.1	25.2	0.115	1005	1	0	180	18
811	96.5	24.35	0.139	1007	0	0	180	19
812	97.4	24.05	0.11	1008	0	4.6	180	20
813	96.8	24.05	0.097	1009	0	13.8	180	21
814	95.8	24.08	0.16	1009	0	0.2	180	22
815	98.4	23.95	0.167	1010	0	0	180	23
816	99.5	23.4	0.2	1009	0	0	181	0
817	99.7	23.26	0.071	1008	0	0	181	1
818	99.9	23.09	0.015	1008	0	0	181	2
819	99.9	23.13	0.008	1008	0	0	181	3
820	99.9	22.98	0.01	1008	0	0	181	4
821	100	22.79	0	1008	0	0	181	5
822	100	22.86	0.005	1008	0	0	181	6
823	100	23.23	0.004	1009	1	0	181	7
824	100	24.43	0.064	1009	0.72	0	181	8
825	93.8	26.15	0.187	1009	0.68	0	181	9
826	93.7	27.63	0.384	1009	0.68	0	181	10
827	79.3	29.45	0.515	1008	0.85	0	181	11
828	84.4	29.57	0.465	1008	0.78	0	181	12
829	74.2	30.2	0.393	1006	0.6	0	181	13
830	76.1	31.52	0.462	1005	0.83	0	181	14
831	60.27	31.05	0.401	1004	0.96	0	181	15
832	58.39	32.06	0.253	1003	1	0	181	16
833	73.1	29.05	0.144	1004	1	0	181	17
834	79.1	27.7	0.003	1005	0.62	0	181	18
835	89.5	26.25	0.018	1006	0	0	181	19
836	95.4	25.69	0.087	1007	0	0	181	20
837	91.2	25.62	0.404	1008	0	0	181	21
838	94.2	25.02	0.105	1008	0	0.8	181	22
839	96.8	24.49	0.017	1009	0	3.2	181	23
840	97	24.35	0.027	1008	0	0	182	0
841	98.8	24.2	0.088	1008	0	0	182	1
842	99.3	23.94	0.067	1007	0	0	182	2
843	99.5	23.63	0.103963	1007	0	0	182	3
844	99.8	23.62	0.103362	1007	0	0	182	4
845	99.8	23.48	0.094948	1008	0	0	182	5
846	100	23.47	0.094347	1008	0	0	182	6
847	99.9	23.55	0.14	1009	1	0	182	7
848	99.4	24.37	0.061	1009	0.85	0	182	8
849	95.3	26.01	0.137	1008	0.69	0	182	9
850	86	27.19	0.275	1008	0.64	0	182	10
851	80.7	28.27	0.396	1008	0.76	0	182	11
852	80.4	28.92	0.484	1007	0.67	0.2	182	12
853	69.05	29.95	0.452	1006	0.71	0	182	13
854	87.8	27.34	0.286	1005	0.31	0	182	14
855	90.5	27.08	0.319	1005	0.5	0	182	15
856	93.6	26.63	0.309	1005	0.56	0	182	16
857	92.5	26.05	0.275	1005	0.66	0	182	17
858	96.1	25.35	0.065	1006	0.91	0	182	18
859	97.7	24.8	0.123	1006	0	0	182	19
860	98	24.64	0.078	1007	0	0	182	20
861	98.8	24.39	0.085	1008	0	0	182	21
862	99.1	24.29	0.044	1009	0	0	182	22
863	99.2	24.25	0.141225	1009	0	0	182	23
864	99.4	24.24	0.140624	1008	0	0	183	0
865	99.4	24.15	0.135215	1008	0	0	183	1
866	99.5	24.11	0.132811	1007	0	0	183	2
867	99.6	24.03	0.128003	1007	0	0	183	3
868	99.7	24.02	0.127402	1007	0	0	183	4
869	99.7	23.87	0.118387	1006	0	0	183	5
870	99.7	23.71	0.108771	1007	0	0	183	6
871	99	24.27	0.063	1007	1	0	183	7
872	92.2	26.17	0.079	1007	0.82	0	183	8
873	85	27.01	0.181	1007	0.47	0	183	9
874	80	28.7	0.458	1007	0.89	0.4	183	10
875	68.05	30.41	0.552	1006	0.85	0.2	183	11
876	78.1	30.32	0.519	1005	0.66	7.8	183	12
877	81.6	28.87	0.399	1004	0.54	0	183	13
878	82.6	29.02	0.453	1003	0.75	0	183	14
879	99.2	25.21	0.402	1003	0.13	0	183	15
880	92.4	26.8	0.166	1003	0.72	0	183	16
881	97.9	25.99	0.093	1003	1	0	183	17
882	98.8	25.58	0.043	1003	0.8	0	183	18
883	99.5	25.54	0.038	1004	0	0	183	19
884	99.6	25.4	0.087	1005	0	0	183	20
885	99.8	25.35	0.025	1006	0	0	183	21
886	99.8	25.2	0.008	1007	0	0	183	22
887	99.8	25	0.013	1007	0	0	183	23
888	99.8	24.74	0.012	1006	0	0	184	0
889	99.9	24.35	0.009	1006	0	0	184	1
890	100	24.05	0.002	1006	0	0	184	2
891	100	23.71	0.008	1005	0	0	184	3
892	100	23.75	0	1005	0	0	184	4
893	100	23.82	0.001	1005	0	0	184	5
894	100	23.7	0.014	1006	0	0	184	6
895	100	24.18	0.035	1006	1	0	184	7
896	100	25.57	0.054	1006	1	0	184	8
897	91.2	26.68	0.375	1006	0.61	0	184	9
898	78.9	29.1	0.404	1006	0.93	0	184	10
899	73.5	29.85	0.518	1005	0.8	0	184	11
900	69.05	30.56	0.447	1004	0.7	0	184	12
901	58.87	32.81	0.567	1003	1	0	184	13
902	63.87	31.91	0.589	1001	0.99	0	184	14
903	75	31.64	0.364	1001	0.8	0	184	15
904	68.08	32.21	0.316	1000	1	0	184	16
905	75.6	29.37	0.1	1000	0.97	39.6	184	17
906	83.7	27.39	0	1001	0.43	1.2	184	18
907	90.6	26.56	0.131	1003	0	0	184	19
908	99.3	23.79	0.565	1004	0	0	184	20
909	99.8	23.67	0.118	1005	0	0.2	184	21
910	99.9	23.7	0.058	1006	0	0	184	22
911	100	23.71	0.074	1006	0	0	184	23
912	100	23.73	0.013	1005	0	0	185	0
913	100	23.71	0.084	1005	0	0	185	1
914	100	23.31	0.07	1004	0	0	185	2
915	100	23.36	0.097	1004	0	0	185	3
916	100	23.29	0	1004	0	0	185	4
917	100	23.39	0.033	1005	0	0	185	5
918	100	23.44	0.026	1005	0	0	185	6
919	100	23.97	0.006	1005	1	0.4	185	7
920	100	25.03	0.09	1006	1	0	185	8
921	89.3	27.22	0.221	1006	0.72	0	185	9
922	95.6	26.84	0.311	1006	0.42	0	185	10
923	79.7	29.39	0.516	1005	0.98	0	185	11
924	74.3	31.15	0.511	1004	0.97	0	185	12
925	69.84	31.7	0.572	1003	0.81	0	185	13
926	66.75	31.38	0.585	1002	0.99	0.2	185	14
927	71.6	30.79	0.546	1001	1	0	185	15
928	70.6	31.27	0.335	1001	1	0	185	16
929	85.6	28.03	0.148	1001	1	0	185	17
930	93.3	26.45	0.06	1002	0.88	0	185	18
931	96.1	25.27	0.202527	1003	0	0	185	19
932	97.5	24.95	0.183295	1004	0	0	185	20
933	98.6	24.55	0.159255	1005	0	0	185	21
934	99.1	24.15	0.135215	1006	0	0	185	22
935	99.4	23.93	0.093	1006	0	0	185	23
936	99.6	23.77	0.039	1006	0	0	186	0
937	99.7	23.55	0.007	1005	0	0	186	1
938	99.6	23.27	0.01	1005	0	0	186	2
939	99.7	23.06	0.053	1005	0	0	186	3
940	99.7	22.92	0.038	1005	0	0	186	4
941	99.8	22.94	0.062494	1005	0	0	186	5
942	99.8	22.91	0.060691	1005	0	0	186	6
943	99.8	23.44	0.092544	1006	1	0	186	7
944	99.1	24.64	0.164664	1007	0.66	0	186	8
945	94.4	26.65	0.285465	1007	0.5	0	186	9
946	80.6	28.76	0.25	1006	0.8	4	186	10
947	81.6	29.19	0.392	1006	0.63	0.2	186	11
948	71.9	30.62	0.528	1005	0.87	0.6	186	12
949	97.6	27.19	0.452	1005	0.54	0	186	13
950	98.6	25.7	0.312	1004	0.18	0	186	14
951	98.7	25.95	0.113	1003	0.27	0	186	15
952	99.3	25.97	0.06	1003	0.21	0	186	16
953	99.5	25.83	0.019	1004	0.33	0	186	17
954	99.5	25.7	0.001	1004	1	0.4	186	18
955	99.7	25.28	0.001	1005	0	0.2	186	19
956	97.7	24.27	0.231	1007	0	0	186	20
957	99.2	23.49	0.118	1008	0	7	186	21
958	99.6	23.19	0.075	1008	0	8.6	186	22
959	99.8	23.34	0.05	1008	0	0	186	23
960	99.8	23.06	0.322	1008	0	0	187	0
961	100	22.72	0.385	1007	0	0	187	1
962	100	22.32	0.179	1006	0	0	187	2
963	100	22.23	0.031	1006	0	0	187	3
964	100	22.11	0.012	1006	0	0	187	4
965	100	22.29	0.004	1006	0	0	187	5
966	100	22.37	0.04	1007	0	0	187	6
967	100	22.82	0.012	1007	1	0	187	7
968	100	23.61	0.03	1007	0.62	0	187	8
969	99.6	25.44	0.108	1008	0.54	0	187	9
970	90.2	27.87	0.334	1007	0.92	0	187	10
971	83.7	29.62	0.448	1006	0.84	0	187	11
972	75.9	30.77	0.533077	1005	0.91	1	187	12
973	67.24	30.71	0.529471	1004	0.92	9	187	13
974	71.2	31.78	0.593778	1003	0.74	0.2	187	14
975	93.3	26.6	0.28246	1003	0.14	0	187	15
976	99.3	24.98	0.185098	1004	0.29	0	187	16
977	99.3	25.24	0.200724	1004	0.6	0	187	17
978	99.5	25.11	0.192911	1005	1	0	187	18
979	99.6	24.66	0.165866	1005	0	0.2	187	19
980	99.8	24.52	0.157452	1006	0	0	187	20
981	99.9	24.39	0.149639	1007	0	0	187	21
982	100	24.3	0.14423	1007	0	0	187	22
983	100	24.23	0.140023	1007	0	0	187	23
984	100	24.28	0.143028	1007	0	0	188	0
985	100	24.41	0.150841	1006	0	0	188	1
986	100	24.29	0.143629	1006	0	4	188	2
987	100	24.26	0.141826	1005	0	11.2	188	3
988	100	24.19	0.137619	1005	0	0	188	4
989	100	24.18	0.137018	1006	0	0	188	5
990	100	24.07	0.130407	1006	0	0	188	6
991	100	24.5	0.15625	1007	1	0	188	7
992	100	25.34	0.206734	1007	0.92	0	188	8
993	97.5	26.83	0.296283	1007	0.68	0	188	9
994	86.7	27.62	0.343762	1007	0.61	0	188	10
995	92.9	27.92	0.361792	1006	0.48	0	188	11
996	65.51	31.1	0.55291	1004	1	0	188	12
997	81.5	31.29	0.564329	1004	0.95	0	188	13
998	59.39	31.94	0.603394	1002	1	0	188	14
999	63.74	32.46	0.634646	1001	1	0	188	15
1000	71.2	30.97	0.545097	1001	1	0	188	16
1001	77.8	29.39	0.450139	1002	1	0	188	17
1002	84.1	28.27	0.382827	1003	1	0	188	18
1003	89.4	26.69	0.287869	1003	0	0	188	19
1004	92.1	25.92	0.241592	1005	0	0.4	188	20
1005	93.3	25.47	0.214547	1006	0	0	188	21
1006	96.8	25.23	0.200123	1007	0	0	188	22
1007	98.8	24.72	0.169472	1006	0	0	188	23
1008	99.3	24.48	0.155048	1005	0	0	189	0
1009	99.4	24.21	0.138821	1004	0	0	189	1
1010	99.4	23.89	0.119589	1004	0	0	189	2
1011	99.6	23.83	0.115983	1004	0	0	189	3
1012	99.8	23.81	0.114781	1004	0	0	189	4
1013	99.8	23.71	0.108771	1004	0	0	189	5
1014	99.9	23.61	0.102761	1004	0	0	189	6
1015	100	24.09	0.131609	1005	1	0	189	7
1016	93.9	25.5	0.21635	1006	0.84	0	189	8
1017	85.6	27.94	0.362994	1006	0.54	0	189	9
1018	72.8	29.45	0.453745	1005	1	0	189	10
1019	63.3	31.51	0.577551	1004	1	0	189	11
1020	84.6	29.06	0.430306	1005	0.59	0	189	12
1021	68.51	31.11	0.553511	1003	0.68	0	189	13
1022	69.43	30.36	0.508436	1002	0.69	0	189	14
1023	84.3	29.03	0.428503	1001	0.76	3	189	15
1024	76	30.16	0.496416	1001	1	1.4	189	16
1025	79.9	28.99	0.426099	1002	0.8	0	189	17
1026	99.2	25.33	0.206133	1003	1	0	189	18
1027	99.7	25.19	0.197719	1004	0	0	189	19
1028	99.8	25.04	0.188704	1005	0	0	189	20
1029	99.8	24.82	0.175482	1005	0	0	189	21
1030	100	24.65	0.165265	1006	0	0	189	22
1031	100	24.45	0.153245	1006	0	0	189	23
1032	100	24.29	0.143629	1006	0	0	190	0
1033	100	24.27	0.142427	1006	0	0	190	1
1034	100	24.1	0.13221	1006	0	0	190	2
1035	100	24.03	0.128003	1005	0	0	190	3
1036	100	23.95	0.123195	1005	0	0	190	4
1037	100	23.88	0.118988	1005	0	0	190	5
1038	100	23.97	0.124397	1006	0	0	190	6
1039	100	24.36	0.147836	1006	1	0	190	7
1040	100	25.29	0.203729	1007	0.76	0	190	8
1041	96	26.95	0.303495	1007	0.7	0	190	9
1042	81.9	28.91	0.421291	1007	0.68	0	190	10
1043	79.2	30.15	0.495815	1006	0.93	0	190	11
1044	77.7	30.57	0.521057	1005	0.77	0	190	12
1045	89.7	28.51	0.397251	1005	0.65	3	190	13
1046	98.6	26.67	0.286667	1004	0.91	0	190	14
1047	97.5	26.24	0.260824	1004	0.81	0	190	15
1048	99	25.48	0.215148	1003	0.19	0	190	16
1049	98.8	25.73	0.230173	1003	0.58	0.2	190	17
1050	99.4	25.68	0.227168	1004	1	0	190	18
1051	99.6	25.25	0.201325	1005	0	0	190	19
1052	99.7	24.95	0.183295	1006	0	0	190	20
1053	99.9	24.68	0.167068	1007	0	0	190	21
1054	99.9	24.62	0.163462	1007	0	0	190	22
1055	100	24.55	0.159255	1008	0	0	190	23
1056	100	24.39	0.149639	1007	0	0.2	191	0
1057	100	24.45	0.153245	1006	0	4.4	191	1
1058	100	24.52	0.157452	1006	0	0	191	2
1059	100	24.53	0.158053	1006	0	0	191	3
