FORGAP	FDR	file:	start	day	134			
9								
timesteps								
RelHum								
Temp								
Wind								
Press								
Cloud								
Rain								
dayno								
time								
1060	100	24.41	0.150841	1006	0	0	191	4
1061	100	24.28	0.143028	1006	0	0	191	5
1062	100	24.32	0.145432	1006	0	0	191	6
1063	100	24.76	0.171876	1007	1	0	191	7
1064	100	25.74	0.230774	1007	0.69	0	191	8
1065	92.7	27.16	0.316116	1008	0.66	0	191	9
1066	83.4	29.46	0.454346	1008	1	0	191	10
1067	79.9	30.23	0.500623	1007	0.93	0	191	11
1068	67.84	31.36	0.568536	1006	0.93	0	191	12
1069	64.68	31.68	0.587768	1005	0.82	0	191	13
1070	69.57	30.66	0.526466	1004	0.7	0	191	14
1071	69.7	32.44	0.633444	1004	0.8	0	191	15
1072	66.95	32.36	0.628636	1003	1	0	191	16
1073	70.4	29.96	0.484396	1004	0.99	0	191	17
1074	79.5	27.98	0.365398	1004	0.36	0	191	18
1075	87.9	26.25	0.261425	1005	0	0	191	19
1076	96.3	25.63	0.224163	1006	0	0	191	20
1077	97.6	25.31	0.204931	1007	0	0	191	21
1078	98.1	24.95	0.183295	1008	0	0	191	22
1079	98.2	24.77	0.172477	1009	0	0	191	23
1080	98.8	24.54	0.158654	1008	0	0	192	0
1081	99.2	24.28	0.143028	1008	0	0	192	1
1082	99.4	24.3	0.14423	1007	0	0	192	2
1083	99.6	24.4	0.15024	1007	0	0	192	3
1084	99.6	24.48	0.155048	1007	0	0	192	4
1085	99.6	24.47	0.154447	1008	0	0	192	5
1086	99.5	24.3	0.14423	1008	0	0	192	6
1087	99.6	24.61	0.162861	1008	1	0	192	7
1088	94.9	26.26	0.262026	1008	0.69	0	192	8
1089	88.9	27.32	0.325732	1008	0.46	0	192	9
1090	82.3	28.57	0.400857	1008	0.67	0	192	10
1091	74.5	30.94	0.543294	1007	0.84	0	192	11
1092	66.57	31.69	0.588369	1006	0.94	0	192	12
1093	59.06	32.08	0.611808	1006	0.86	0	192	13
1094	57.05	33.22	0.680322	1005	1	0	192	14
1095	65.86	31.92	0.602192	1004	1	0	192	15
1096	63.27	33.25	0.682125	1003	1	0	192	16
1097	73.4	30.38	0.509638	1004	1	0	192	17
1098	74.9	28.65	0.405665	1005	1	0	192	18
1099	86.3	27.25	0.321525	1006	0	0	192	19
1100	84.3	25.76	0.231976	1007	0	0	192	20
1101	93.4	24.39	0.149639	1008	0	0	192	21
1102	94.5	24.31	0.144831	1009	0	0	192	22
1103	96.1	23.78	0.112978	1009	0	0	192	23
1104	97	23.6	0.10216	1009	0	0	193	0
1105	97.8	23.45	0.093145	1009	0	0	193	1
1106	97.2	23.43	0.091943	1008	0	0	193	2
1107	98.4	23.09	0.071509	1008	0	0	193	3
1108	97.5	23.46	0.093746	1008	0	0	193	4
1109	97.7	23.66	0.105766	1008	0	0	193	5
1110	98.4	23.39	0.089539	1008	0	0	193	6
1111	99.1	23.62	0.103362	1009	0.83	0	193	7
1112	93.6	26.15	0.255415	1009	0.43	0	193	8
1113	89.9	26.86	0.298086	1009	0.49	0	193	9
1114	80.6	29.53	0.458553	1008	0.95	0	193	10
1115	76.9	29.49	0.456149	1008	0.45	0	193	11
1116	72.5	30.9	0.54089	1007	0.76	0	193	12
1117	76.9	30.09	0.492209	1006	0.66	0.4	193	13
1118	66.08	32.18	0.617818	1004	0.97	0	193	14
1119	72.7	31.44	0.573344	1004	0.93	0	193	15
1120	88.7	27.58	0.341358	1004	0.55	0	193	16
1121	82.2	26.91	0.301091	1005	0.82	0	193	17
1122	89.1	25.58	0.221158	1006	0.81	0	193	18
1123	95.2	24.78	0.173078	1007	0	0	193	19
1124	97.4	24.56	0.159856	1007	0	0	193	20
1125	98	24.16	0.135816	1008	0	0	193	21
1126	97.8	24.12	0.133412	1009	0	0	193	22
1127	97.7	24.16	0.135816	1008	0	0	193	23
1128	97.7	24.01	0.126801	1008	0	0	194	0
1129	98.2	23.89	0.119589	1008	0	0	194	1
1130	98.6	23.73	0.109973	1007	0	0	194	2
1131	99	23.5	0.09615	1007	0	0	194	3
1132	99.2	23.31	0.084731	1007	0	0	194	4
1133	99.5	23.26	0.081726	1008	0	0	194	5
1134	99.4	23.18	0.076918	1008	0	0	194	6
1135	99.2	23.76	0.111776	1009	1	0	194	7
1136	94.1	25.94	0.242794	1009	0.8	0	194	8
1137	90.9	27.14	0.314914	1009	0.52	0	194	9
1138	80.7	29.39	0.450139	1008	0.7	0	194	10
1139	73.1	30.37	0.509037	1008	0.92	0	194	11
1140	64.96	31.95	0.603995	1007	1	0	194	12
1141	56.05	32.22	0.620222	1005	0.86	0	194	13
1142	56.38	32.94	0.663494	1004	1	0	194	14
1143	65.26	34.17	0.737417	1003	0	0	194	15
1144	51.42	32.62	0.644262	1002	0	0	194	16
1145	60.93	30.28	0.503628	1003	0	0	194	17
1146	65.64	28.38	0.389438	1003	0	0	194	18
1147	78	26.75	0.291475	1005	0	0	194	19
1148	81.1	25.86	0.237986	1006	0	0	194	20
1149	88.6	24.98	0.185098	1007	0	0	194	21
1150	93.8	24.29	0.143629	1008	0	0	194	22
1151	96.1	23.92	0.121392	1008	0	0	194	23
1152	96.8	23.72	0.109372	1008	0	0	195	0
1153	97.5	23.55	0.099155	1007	0	0	195	1
1154	98	23.3	0.08413	1007	0	0	195	2
1155	98.4	23.34	0.086534	1006	0	0	195	3
1156	98.9	23.12	0.073312	1007	0	0	195	4
1157	99.2	23.18	0.076918	1007	0	0	195	5
1158	99.3	22.98	0.064898	1007	0	0	195	6
1159	99.5	23.43	0.091943	1008	0	0	195	7
1160	95.9	25.01	0.186901	1008	0	0	195	8
1161	84.8	27.09	0.15	1008	0	0	195	9
1162	79.5	28.8	0.353	1007	0	0	195	10
1163	70.5	29.8	0.467	1007	0	0	195	11
1164	66.5	30.44	0.565	1006	0	0	195	12
1165	61.94	30.73	0.504	1005	0	0	195	13
1166	66.75	30.27	0.431	1004	0	0	195	14
1167	58.85	31.48	0.412	1003	0	0	195	15
1168	53.03	31.95	0.221	1002	0	0	195	16
1169	69.1	29.37	0.058	1003	0	0	195	17
1170	78.1	27.1	0.043	1004	0	0	195	18
1171	85.7	25.18	0.147	1005	0	0	195	19
1172	89.7	24.6	0.16226	1005	0	0	195	20
1173	94.9	24.02	0.127402	1006	0	0	195	21
1174	97.2	23.71	0.108771	1007	0	0	195	22
1175	98.1	23.55	0.099155	1007	0	0	195	23
1176	98.7	23.41	0.090741	1007	0	0	196	0
1177	99.1	23.25	0.081125	1006	0	0	196	1
1178	99.3	23.08	0.070908	1006	0	0	196	2
1179	99.2	23.17	0.076317	1006	0	0	196	3
1180	99.4	23.16	0.075716	1006	0	0	196	4
1181	99.4	23.27	0.082327	1006	0	0	196	5
1182	99.4	23.33	0.085933	1007	0	0	196	6
1183	98.9	23.92	0.121392	1007	0	0	196	7
1184	95.1	25.58	0.221158	1007	0	0	196	8
1185	85.8	26.89	0.179	1007	0	0	196	9
1186	78.1	29.21	0.371	1006	0	0	196	10
1187	76.6	28.77	0.467	1006	0	0	196	11
1188	71.9	31.15	0.398	1005	0	0	196	12
1189	71.8	30.01	0.317	1004	0	0	196	13
1190	67.55	31.4	0.418	1002	0	0	196	14
1191	71.8	30.44	0.441	1002	0	1.2	196	15
1192	80.9	27.71	0.204	1002	0	15.8	196	16
1193	84.8	28.05	0.091	1003	0	38.4	196	17
1194	95.3	24.89	0.22	1004	0	11.6	196	18
1195	99.8	23.63	0.644	1004	0	0	196	19
1196	99.9	22.78	0.593	1006	0	0	196	20
1197	100	22.73	0.209	1006	0	0	196	21
1198	100	22.74	0.123	1007	0	0	196	22
1199	100	22.78	0.105	1007	0	0	196	23
1200	100	22.8	0.012	1007	0	0.6	197	0
1201	100	22.94	0.149	1006	0	0.2	197	1
1202	100	23.25	0.079	1006	0	0	197	2
1203	100	23.35	0.233	1006	0	0	197	3
1204	100	23.22	0.031	1006	0	0	197	4
1205	100	23.03	0.027	1006	0	0	197	5
1206	100	22.91	0.019	1006	0	0	197	6
1207	100	23.34	0.021	1007	0	0	197	7
1208	100	24.71	0.079	1007	0	0	197	8
1209	98.7	26.1	0.247	1007	0	0	197	9
1210	92.6	27.11	0.375	1007	0	0	197	10
1211	70.5	29.56	0.573	1006	0	0	197	11
1212	67.98	30.15	0.4	1006	0	0	197	12
1213	83.8	28.88	0.45	1005	0	0	197	13
1214	67.83	30.08	0.418	1003	0	0	197	14
1215	56.66	32.02	0.377	1002	0	0	197	15
1216	73.9	31.18	0.322	1002	0	0	197	16
1217	79.6	29.21	0.154	1002	0	0	197	17
1218	88.6	27.07	0.145	1003	0	0	197	18
1219	89.6	25.63	0.082	1004	0	0	197	19
1220	92.5	25.28	0.14	1005	0	0	197	20
1221	94.8	24.78	0.13	1006	0	0	197	21
1222	96.9	24.2	0.113	1006	0	0	197	22
1223	97.2	23.87	0.065	1007	0	0	197	23
1224	98	23.63	0.113	1006	0	0	198	0
1225	98.6	23.36	0.084	1006	0	0	198	1
1226	99	23.1	0.044	1005	0	0	198	2
1227	99.4	22.85	0.027	1005	0	0	198	3
1228	99.6	22.78	0.078	1005	0	0	198	4
1229	99.5	22.72	0.045	1006	0	0	198	5
1230	99.6	22.74	0.059	1006	0	0	198	6
1231	99.6	23.3	0.001	1007	0	0	198	7
1232	96.3	24.92	0.124	1007	0	0	198	8
1233	85.3	27.24	0.21	1007	0	0	198	9
1234	73	29.25	0.368	1006	0	0	198	10
1235	75	29.31	0.488	1005	0	0	198	11
1236	69.58	31.03	0.579	1005	0	0	198	12
1237	72.8	31.33	0.456	1004	0	0	198	13
1238	76.7	30.41	0.354	1003	0	0	198	14
1239	76	30.22	0.242	1002	0	0	198	15
1240	79.1	29.44	0.071	1002	0	0	198	16
1241	78.1	28.99	0.124	1002	0	2	198	17
1242	82.4	26.95	0.259	1003	0	0	198	18
1243	93.3	25.2	0.441	1004	0	0	198	19
1244	99.4	24.1	0.264	1005	0	0	198	20
1245	99.7	24.01	0.17	1006	0	0	198	21
1246	99.8	23.88	0.11	1006	0	0	198	22
1247	99.8	23.67	0.04	1007	0	0	198	23
1248	99.9	23.34	0.09	1006	0	0	199	0
1249	100	23.13	0.244	1006	0	0	199	1
1250	100	22.82	0.058	1005	0	0	199	2
1251	100	22.74	0.046	1005	0	0	199	3
1252	100	22.65	0.036	1005	0	0	199	4
1253	100	22.45	0.041	1005	0	0	199	5
1254	100	22.33	0.005	1006	0	0	199	6
1255	100	22.86	0.004	1006	0	0	199	7
1256	100	24.78	0.001	1007	0	0	199	8
1257	97.2	26.21	0.082	1007	0	0	199	9
1258	92	28.03	0.229	1006	0	0	199	10
1259	70.3	30.82	0.508	1005	0	0	199	11
1260	62.36	31.43	0.648	1005	0	0	199	12
1261	69.03	31.7	0.555	1004	0	0	199	13
1262	60.26	32.37	0.544	1003	0	0	199	14
1263	75.8	30.89	0.392	1002	0	0	199	15
1264	70.6	30.3	0.227	1001	0	0	199	16
1265	79.8	29.63	0.288	1002	0	0	199	17
1266	81.6	27.2	0.265	1003	0	0	199	18
1267	87.5	25.57	0.379	1004	0	0	199	19
1268	93.1	24.58	0.135	1005	0	0	199	20
1269	95.7	23.93	0.028	1005	0	0	199	21
1270	97.4	23.38	0.012	1006	0	0	199	22
1271	98.1	23.2	0.052	1006	0	0	199	23
1272	98.6	23.02	0.088	1006	0	0	200	0
1273	98.9	22.9	0.122	1006	0	0	200	1
1274	99.2	22.63	0.07	1005	0	0	200	2
1275	99.4	22.47	0.039	1005	0	0	200	3
1276	99.4	22.59	0.106	1005	0	0	200	4
1277	99.7	22.58	0.024	1005	0	0	200	5
1278	99.8	22.73	0.086	1006	0	0	200	6
1279	99.6	23.1	0.075	1007	0	0	200	7
1280	95.4	25.23	0.065	1007	0	0	200	8
1281	85.6	27.36	0.319	1007	0	0	200	9
1282	76.4	29.5	0.468	1007	0	0	200	10
1283	82.3	28.32	0.333	1006	0	0	200	11
1284	84.8	28.79	0.428	1005	0	0	200	12
1285	65.64	31.39	0.517	1004	0	0	200	13
1286	66.56	30.53	0.483	1002	0	0	200	14
1287	68.49	31.48	0.473	1001	0	0	200	15
1288	60.19	31.97	0.393	1001	0	0	200	16
1289	72.6	29.76	0.35	1002	0	0	200	17
1290	83.7	27.87	0.222	1002	0	0	200	18
1291	92.2	26.35	0.16	1003	0	0	200	19
1292	86.9	26.5	0.41	1004	0	0	200	20
1293	94.4	25.42	0.154	1005	0	0	200	21
1294	97.3	24.76	0.09	1006	0	0	200	22
1295	98.4	24.4	0.022	1006	0	0	200	23
1296	98.8	24.26	0.088	1006	0	0	201	0
1297	99.1	24.08	0.053	1006	0	0	201	1
1298	99.3	23.81	0.021	1005	0	0	201	2
1299	99.5	23.68	0.021	1005	0	0	201	3
1300	99.6	23.56	0.019	1005	0	0	201	4
1301	99.7	23.34	0.017	1006	0	0	201	5
1302	99.7	23.21	0.078721	1006	0	0	201	6
1303	99.8	23.72	0.109372	1007	0	0	201	7
1304	97.2	25.29	0.203729	1006	0	0	201	8
1305	87.4	27.34	0.238	1007	0	0	201	9
1306	73.4	29.79	0.376	1006	0	0	201	10
1307	83.8	29.29	0.347	1006	0	0	201	11
1308	65.03	31.62	0.602	1004	0	0.8	201	12
1309	78.9	29.82	0.349	1003	0	0	201	13
1310	75.2	30.18	0.146	1002	0	0	201	14
1311	96.4	24.62	0.688	1002	0	0	201	15
1312	98.1	25.05	0.153	1003	0	0	201	16
1313	97.4	25.65	0.127	1003	0	0	201	17
1314	97.9	25.05	0.242	1003	0	0	201	18
1315	99	24.22	0.137	1004	0	0	201	19
1316	99.5	24.04	0.088	1005	0	0	201	20
1317	99.7	24	0.034	1005	0	0	201	21
1318	99.6	23.8	0.142	1006	0	0	201	22
1319	99.7	23.61	0.102	1007	0	0	201	23
1320	99.8	23.5	0.055	1006	0	0	202	0
1321	99.8	23.31	0.055	1006	0	0	202	1
1322	100	23.07	0.070307	1006	0	0	202	2
1323	100	23.09	0.071509	1006	0	0	202	3
1324	100	22.8	0.05408	1005	0	0	202	4
1325	100	22.61	0.042661	1006	0	0	202	5
1326	100	22.55	0.039055	1006	0	0	202	6
1327	100	23.17	0.076317	1006	0	0	202	7
1328	100	24.1	0.13221	1007	0	0	202	8
1329	85.4	27.14	0.314914	1007	0	0	202	9
1330	74.4	29.86	0.373	1006	0	0	202	10
1331	77.9	30.76	0.457	1005	0	0	202	11
1332	75.5	31.21	0.424	1004	0	0	202	12
1333	63.41	32.94	0.585	1003	0	0	202	13
1334	56.58	33.6	0.547	1002	0	0.2	202	14
1335	53.69	32.94	0.614	1001	0	0	202	15
1336	59.92	32.39	0.378	1000	0	0	202	16
1337	88.3	27.71	0.341	1001	0	0	202	17
1338	92	26.7	0.256	1002	0	0	202	18
1339	89	26.47	0.295	1003	0	0	202	19
1340	90.6	25.6	0.206	1004	0	0	202	20
1341	96	24.93	0.105	1005	0	0	202	21
1342	96.4	24.71	0.099	1006	0	0	202	22
1343	97.2	24.62	0.139	1006	0	0	202	23
1344	97.6	24.34	0.106	1005	0	0	203	0
1345	98.2	24.21	0.094	1004	0	0	203	1
1346	98.8	24.05	0.116	1004	0	0.2	203	2
1347	98.6	24.18	0.054	1004	0	0	203	3
1348	98.6	24.23	0.036	1004	0	0	203	4
1349	99.2	24.07	0.026	1005	0	0	203	5
1350	99.4	23.89	0.011	1005	0	0	203	6
1351	99.6	24.3	0.052	1005	0	0	203	7
1352	91.6	25.81	0.057	1005	0	0	203	8
1353	87	27.68	0.256	1005	0	0	203	9
1354	70.5	30.34	0.417	1005	0	0	203	10
1355	74.2	30.94	0.501	1004	0.83	0	203	11
1356	73.4	32.23	0.596	1003	0.94	0	203	12
1357	57.79	32.76	0.553	1002	0.81	0	203	13
1358	68.82	31.57	0.38	1001	0.71	0	203	14
1359	62.53	32.38	0.553	1000	1	0	203	15
1360	76.5	31.24	0.275	1000	1	0	203	16
1361	78.8	28.68	0.12	1000	0.41	0	203	17
1362	88.5	27.38	0.058	1001	0.65	0	203	18
1363	91.6	26.63	0.145	1001	0	0	203	19
1364	95.6	25.92	0.136	1002	0	0	203	20
1365	96.5	25.77	0.211	1003	0	0	203	21
1366	95.9	25.57	0.088	1004	0	0	203	22
1367	96.8	25.05	0.058	1005	0	0	203	23
1368	98	24.76	0.08	1004	0	0	204	0
1369	98.1	24.57	0.176	1003	0	0	204	1
1370	98.6	24.29	0.057	1003	0	0	204	2
1371	99	23.86	0.061	1003	0	0	204	3
1372	99.4	23.49	0.095549	1004	0	0	204	4
1373	99.6	23.33	0.085933	1004	0	0	204	5
1374	99.6	23.15	0.075115	1004	0	0	204	6
1375	99.8	23.77	0.112377	1005	1	0	204	7
1376	97.7	25.41	0.210941	1005	0.68	0	204	8
1377	86.5	28.05	0.304	1005	0.53	0	204	9
1378	79.6	29.09	0.485	1005	0.85	0	204	10
1379	76.3	29.82	0.412	1004	0.8	0	204	11
1380	61.09	32.06	0.451	1003	0.9	0	204	12
1381	67.96	30.93	0.459	1002	0.71	0	204	13
1382	62.47	32.95	0.436	1001	1	0	204	14
1383	57.97	32.91	0.292	1000	1	0	204	15
1384	53.76	32.5	0.334	999	1	0	204	16
1385	63.27	30.93	0.168	1000	1	0	204	17
1386	71.3	29.06	0.006	1001	0.82	0	204	18
1387	81	27.68	0.258	1002	0	0	204	19
1388	86.8	25.6	0.601	1003	0	6.6	204	20
1389	95.2	24.8	0.36	1004	0	0	204	21
1390	96.8	24.68	0.14	1005	0	0.2	204	22
1391	99.5	24.4	0.281	1006	0	1.2	204	23
1392	99.7	23.95	0.193	1005	0	11.8	205	0
1393	99.8	23.66	0.099	1005	0	11.4	205	1
1394	100	23.48	0.062	1005	0	0.2	205	2
1395	100	23.49	0.3	1004	0	0	205	3
1396	100	23.29	0.135	1004	0	0	205	4
1397	100	23.17	0.061	1005	0	0.2	205	5
1398	100	23.03	0.036	1006	0	0	205	6
1399	100	23.45	0.032	1006	0.86	0	205	7
1400	100	24.48	0.184	1007	0.74	0	205	8
1401	99.3	25.16	0.233	1007	0.63	0	205	9
1402	88.4	27.74	0.479	1007	1	0	205	10
1403	84.6	28.23	0.436	1006	0.79	0	205	11
1404	70.3	29.39	0.41	1005	0.76	0	205	12
1405	77.6	29.74	0.489	1004	0.68	0	205	13
1406	77.6	30.08	0.33	1002	0.66	0	205	14
1407	80.3	29.75	0.242	1002	0.68	0	205	15
1408	72.8	29.44	0.242	1001	1	0	205	16
1409	68.58	28.86	0.176	1002	1	0	205	17
1410	85.7	27.56	0.114	1002	1	0	205	18
1411	94.1	25.8	0.23	1003	0	0	205	19
1412	96.1	25.31	0.1	1004	0	0	205	20
1413	95.9	24.69	0.051	1005	0	0	205	21
1414	96.2	24.39	0.092	1006	0	0	205	22
1415	97.6	24.12	0.071	1007	0	0	205	23
1416	98.2	23.98	0.118	1007	0	0.2	206	0
1417	98.1	23.96	0.016	1006	0	0	206	1
1418	98.5	23.78	0.109	1005	0	0	206	2
1419	99.2	23.53	0.013	1005	0	6.2	206	3
1420	99.2	23.4	0.034	1005	0	8.6	206	4
1421	99.6	23.45	0.052	1005	0	9.4	206	5
1422	99.9	23.53	0.225	1005	0	0	206	6
1423	100	23.46	0.317	1006	0.17	0	206	7
1424	100	23.77	0.297	1007	0.37	0	206	8
1425	99.3	25.1	0.174	1007	0.62	0	206	9
1426	93.4	26.97	0.265	1006	0.69	0	206	10
1427	84.1	28.49	0.323	1006	0.68	0	206	11
1428	85.9	29.63	0.431	1005	0.86	0.4	206	12
1429	77.9	30.98	0.503	1003	0.94	0.2	206	13
1430	75.8	30.34	0.349	1002	0.88	0	206	14
1431	89.7	25.81	0.675	1002	0.66	0	206	15
1432	98.2	25.14	0.217	1002	0.31	0	206	16
1433	97.2	25.53	0.112	1003	0.8	0	206	17
1434	98.3	25.06	0.07	1004	1	0	206	18
1435	99.4	24.65	0.072	1004	0	0	206	19
1436	99.6	24.44	0.135	1005	0	0	206	20
1437	99.8	24.31	0.16	1005	0	0	206	21
1438	99.8	24.15	0.096	1006	0	0	206	22
1439	100	24.08	0.059	1006	0	0	206	23
1440	100	23.96	0.026	1006	0	0	207	0
1441	99.9	23.86	0.053	1005	0	0	207	1
1442	99.8	23.54	0.002	1005	0	0	207	2
1443	99.8	23.55	0.055	1005	0	0	207	3
1444	99.8	23.48	0.04	1005	0	0	207	4
1445	99.9	23.37	0.039	1005	0	0.2	207	5
1446	100	23.27	0.001	1005	0	0	207	6
1447	100	23.83	0	1005	1	0	207	7
1448	94.9	26.01	0.068	1006	1	0	207	8
1449	80.5	28.18	0.268	1006	0.75	0	207	9
1450	71.2	30.44	0.365	1005	0.99	0	207	10
1451	69.72	30.45	0.443	1005	0.88	0	207	11
1452	66.63	32.07	0.492	1004	1	0	207	12
1453	57.86	32.8	0.41	1002	0.75	0	207	13
1454	69.36	30.78	0.488	1001	0.66	0	207	14
1455	89.7	26.85	0.444	1001	0.31	0.2	207	15
1456	84	29.43	0.128	1001	0.8	0	207	16
1457	94.1	27.77	0.158	1001	0.98	0	207	17
1458	96.5	26.42	0.15	1002	1	0	207	18
1459	97.3	25.65	0.126	1002	0	0	207	19
1460	98.5	25.41	0.117	1003	0	0	207	20
1461	98.8	25.23	0.189	1004	0	0	207	21
1462	99.2	24.78	0.036	1005	0	0	207	22
1463	99.4	24.61	0.03	1006	0	0	207	23
1464	99.6	24.42	0.019	1005	0	0	208	0
1465	99.6	24.13	0.062	1005	0	0	208	1
1466	99.7	23.98	0.071	1004	0	0	208	2
1467	99.7	23.94	0.113	1004	0	0	208	3
1468	99.6	23.84	0.012	1004	0	0	208	4
1469	99.7	23.45	0.013	1005	0	0	208	5
1470	99.9	23.57	0.012	1005	0	0	208	6
1471	100	24.04	0.016	1006	1	0	208	7
1472	96.5	25.64	0.133	1006	0.68	0	208	8
1473	90.9	26.53	0.39	1006	0.44	0	208	9
1474	87.8	27.93	0.589	1006	0.86	0	208	10
1475	84.3	29.24	0.616	1005	0.79	0	208	11
1476	74.3	30.16	0.569	1004	0.94	0	208	12
1477	61.87	31.65	0.551	1003	0.96	0	208	13
1478	68.9	32.12	0.353	1002	0.72	14.2	208	14
1479	62.33	32.67	0.439	1001	1	3.8	208	15
1480	78	28.77	0.594	1002	1	1	208	16
1481	99.6	23.66	0.866	1005	0.06	0.2	208	17
1482	99.9	23.52	0.215	1004	0.04	0.2	208	18
1483	100	23.46	0.111	1004	0	0	208	19
1484	100	23.43	0.089	1005	0	0	208	20
1485	100	23.3	0.03	1006	0	0	208	21
1486	100	23.17	0.068	1006	0	0	208	22
1487	100	23.03	0.027	1006	0	0	208	23
1488	100	22.92	0.062	1006	0	0	209	0
1489	100	22.77	0.037	1005	0	0	209	1
1490	100	22.55	0.029	1005	0	0	209	2
1491	100	22.42	0.016	1005	0	0	209	3
1492	100	22.33	0.008	1005	0	0	209	4
1493	100	22.34	0.004	1005	0	0	209	5
1494	100	22.46	0.01	1006	0	0	209	6
1495	100	22.65	0.016	1006	1	0	209	7
1496	100	23.7	0.086	1007	0.9	0	209	8
1497	98.5	25.37	0.216	1007	0.57	0	209	9
1498	87.9	28.44	0.425	1006	1	0	209	10
1499	89.5	28.67	0.365	1006	0.72	0	209	11
1500	80.6	30.31	0.484	1005	0.76	0	209	12
1501	66.77	30.7	0.42	1004	0.79	0	209	13
1502	75.4	31.67	0.596	1002	1	0	209	14
1503	79.5	29.73	0.489	1001	0.8	0	209	15
1504	72.6	30.74	0.222	1001	0.75	0	209	16
1505	80.6	29.04	0.259	1001	1	0.2	209	17
1506	86.2	27.98	0.022	1002	0.74	1.2	209	18
1507	84.5	26.76	0.091	1003	0	1.8	209	19
1508	96	25.21	0.26	1004	0	0	209	20
1509	98.8	24.22	0.152	1006	0	0	209	21
1510	99.7	23.82	0.293	1006	0	0	209	22
1511	99.9	23.81	0.182	1006	0	0	209	23
1512	100	23.78	0.068	1006	0	0	210	0
1513	100	23.48	0.005	1006	0	0	210	1
1514	100	23.53	0.027	1005	0	0	210	2
1515	100	23.56	0.08	1005	0	0.2	210	3
1516	100	23.67	0.009	1006	0	0	210	4
1517	100	23.63	0.03	1006	0	0	210	5
1518	100	23.6	0.071	1006	0	0	210	6
1519	100	23.86	0.081	1007	0.88	0	210	7
1520	100	24.79	0.05	1007	0.75	0	210	8
1521	94.3	26.73	0.149	1007	0.61	0	210	9
1522	86.8	28.11	0.296	1007	0.83	0	210	10
1523	77.2	29.77	0.485	1006	0.87	0	210	11
1524	68.58	30.51	0.452	1005	0.78	0	210	12
1525	75.5	32.13	0.52	1004	1	0	210	13
1526	75.5	31.15	0.463	1003	0.77	0	210	14
1527	68.95	32.55	0.478	1002	1	0	210	15
1528	65.33	32.25	0.42	1001	1	0	210	16
1529	73.5	29.55	0.231	1001	1	0	210	17
1530	81.2	28.53	0.149	1002	1	5.8	210	18
1531	88.1	26.99	0.014	1003	0	0	210	19
1532	95.9	26.23	0.196	1005	0	0	210	20
1533	99.7	25.12	0.391	1006	0	0	210	21
1534	100	25.04	0.072	1006	0	0	210	22
1535	100	24.78	0.023	1007	0	0	210	23
1536	100	24.76	0.044	1006	0	0	211	0
1537	100	24.7	0.016	1006	0	0	211	1
1538	100	24.52	0.076	1006	0	0	211	2
1539	100	24.52	0.013	1005	0	0	211	3
1540	100	24.5	0.042	1006	0	0	211	4
1541	100	24.61	0.018	1006	0	0	211	5
1542	100	24.47	0.01	1006	0	0	211	6
1543	100	24.92	0.002	1007	1	0	211	7
1544	100	25.7	0.009	1008	0.8	0	211	8
1545	99	26.18	0.126	1008	0.47	0.8	211	9
1546	90	28.02	0.301	1007	0.56	2	211	10
1547	78.7	29.65	0.497	1006	0.8	2	211	11
1548	93.4	27.98	0.481	1006	0.56	0	211	12
1549	96	27.54	0.348	1005	0.43	0	211	13
1550	95.4	27.19	0.379	1004	0.57	0	211	14
1551	98.5	26.51	0.233	1004	0.36	0	211	15
1552	96.3	26.06	0.419	1004	0.3	0	211	16
1553	97.8	25.54	0.339	1004	0.55	0	211	17
1554	98.5	25.08	0.13	1004	1	0	211	18
1555	98.8	24.3	0.069	1005	0	0.4	211	19
1556	99.6	24.03	0.036	1006	0	0	211	20
1557	99.8	23.88	0.062	1007	0	0	211	21
1558	99.8	23.87	0.002	1007	0	0	211	22
1559	100	23.75	0.018	1007	0	0.4	211	23
1560	100	23.56	0.047	1007	0	1.8	212	0
1561	100	23.64	0.113	1007	0	2.8	212	1
1562	100	23.5	0.041	1006	0	0	212	2
1563	100	23.64	0.14	1006	0	0	212	3
1564	100	23.42	0.093	1005	0	0	212	4
1565	100	23.18	0.035	1006	0	0	212	5
1566	100	23	0.002	1007	0	0	212	6
1567	100	23.44	0	1007	1	0	212	7
1568	99.4	24.94	0.035	1007	1	0	212	8
1569	93.1	27.17	0.147	1007	0.52	0	212	9
1570	89.1	27.96	0.246	1007	0.65	0	212	10
1571	83.9	30.19	0.353	1006	0.73	0	212	11
1572	76.3	31.07	0.524	1005	1	0	212	12
1573	79.5	30.52	0.498	1004	0.71	0	212	13
1574	68.7	32.07	0.48	1002	1	0	212	14
1575	72.9	32.12	0.367	1002	1	0	212	15
1576	79.9	30.01	0.423	1002	1	0	212	16
1577	85.6	27.83	0.254	1002	0.51	0	212	17
1578	88.3	26.97	0.127	1003	1	0	212	18
1579	91.5	25.87	0.063	1004	0	0	212	19
1580	95.9	25.27	0.107	1005	0	0	212	20
1581	97.6	24.92	0.239	1006	0	0	212	21
1582	98.4	24.46	0.141	1007	0	0	212	22
1583	98.7	24.15	0.073	1006	0	0	212	23
1584	99.1	23.83	0.079	1006	0	0	213	0
1585	99.5	23.59	0	1006	0	0	213	1
1586	99.8	23.71	0.033	1005	0	0	213	2
1587	99.8	23.96	0.034	1006	0	0	213	3
